,returns,actor_losses,critic_losses
0,-2648.4702905964523,-0.1812606125735165,0.182314176237985
1,-2648.4702905964523,0.05915203094482422,0.038280887603759764
2,-2648.4702905964523,-0.04617550277709961,0.02270279884338379
3,-2648.4702905964523,-0.07660447692871093,0.024064477920532228
4,-2648.4702905964523,0.11431536865234375,0.05110155487060547
5,-2648.4702905964523,0.013823421478271484,0.0375616455078125
6,-2648.4702905964523,-0.03388872909545899,0.03528707504272461
7,-2648.4702905964523,-0.0517657585144043,0.03202795028686523
8,-2648.4702905964523,-0.07807288360595703,0.032552452087402345
9,-2648.4702905964523,-0.08966484832763671,0.02890951156616211
10,-2648.4702905964523,-0.10341425323486328,0.027596092224121092
11,-2648.4702905964523,-0.1023731918334961,0.025911788940429687
12,-2648.4702905964523,-0.09609011840820313,0.025640995025634765
13,-2648.4702905964523,-0.1265008087158203,0.02586294364929199
14,-2648.4702905964523,-0.1915190887451172,0.02925508499145508
15,-2648.4702905964523,-0.2932336120605469,0.03147232627868652
16,-2648.4702905964523,-0.3671913757324219,0.03438882827758789
17,-2648.4702905964523,-0.44115338134765625,0.03799526596069336
18,-2648.4702905964523,-0.5234627075195313,0.04031031799316406
19,-2648.4702905964523,-4.285857294646787,0.3008921179972904
20,-2648.4702905964523,-0.704760986328125,0.04631813430786133
21,-2648.4702905964523,-0.8009059448242187,0.04858365249633789
22,-2648.4702905964523,-0.885648681640625,0.050464385986328124
23,-2648.4702905964523,-0.9727604370117188,0.05269295501708984
24,-2648.4702905964523,-1.06216650390625,0.05454010772705078
25,717.4044027425767,-1.9035398372933885,0.0954649996166387
26,717.4044027425767,-1.2401942138671875,0.060574352264404295
27,717.4044027425767,-1.3241939697265626,0.060637237548828125
28,717.4044027425767,-1.409339599609375,0.06431802368164062
29,717.4044027425767,-1.494361572265625,0.06337950897216797
30,717.4044027425767,-1.5718431396484376,0.06413554382324219
31,717.4044027425767,-1.6504219970703125,0.06371731185913086
32,717.4044027425767,-1.7329385986328125,0.06516084289550782
33,717.4044027425767,-1.8077841796875,0.06685293579101563
34,717.4044027425767,-1.8797147216796875,0.06596666717529297
35,717.4044027425767,-1.9588795166015625,0.06706873321533204
36,717.4044027425767,-2.0364803466796877,0.06684317779541016
37,717.4044027425767,-2.114271728515625,0.0664439926147461
38,717.4044027425767,-2.191019775390625,0.06623404693603516
39,717.4044027425767,-2.26015966796875,0.06724976348876953
40,717.4044027425767,-2.33728466796875,0.06847606658935547
41,717.4044027425767,-2.409409423828125,0.06828423309326172
42,717.4044027425767,-2.47928271484375,0.06763570404052735
43,717.4044027425767,-2.554266357421875,0.06728842926025391
44,717.4044027425767,-2.622142822265625,0.06836831665039063
45,717.4044027425767,-2.688798828125,0.0688125
46,717.4044027425767,-2.755542236328125,0.06695114135742188
47,717.4044027425767,-2.823318115234375,0.06933367919921875
48,717.4044027425767,-2.882080078125,0.06768682861328125
49,717.4044027425767,-2.9519091796875,0.06778022766113281
50,642.80478376201,-3.02246484375,0.06882465362548829
51,642.80478376201,-3.0845712890625,0.06878849029541016
52,642.80478376201,-3.142495849609375,0.06911813354492187
53,642.80478376201,-3.205587646484375,0.06958876037597657
54,642.80478376201,-3.272427734375,0.07038038635253906
55,642.80478376201,-3.332929443359375,0.06940702819824218
56,642.80478376201,-3.398198486328125,0.07335682678222656
57,642.80478376201,-3.46391455078125,0.07398324584960937
58,642.80478376201,-3.52825732421875,0.07099137878417969
59,642.80478376201,-3.595656982421875,0.07171688842773437
60,642.80478376201,-3.667547607421875,0.07269705200195313
61,642.80478376201,-3.731924560546875,0.07106343078613281
62,642.80478376201,-3.80227099609375,0.0721099624633789
63,642.80478376201,-3.857113525390625,0.07333290100097656
64,642.80478376201,-3.909231689453125,0.07431934356689453
65,642.80478376201,-3.96788671875,0.0739897232055664
66,642.80478376201,-4.03712060546875,0.07446090698242187
67,642.80478376201,-4.10420703125,0.07434564971923828
68,642.80478376201,-4.1684716796875,0.07564456176757813
69,642.80478376201,-4.22283740234375,0.0749677963256836
70,642.80478376201,-4.28079443359375,0.07604414367675781
71,642.80478376201,-4.3439267578125,0.07584883880615234
72,642.80478376201,-4.40166064453125,0.07541315460205078
73,642.80478376201,-4.4616943359375,0.07519837188720703
74,642.80478376201,-4.51853466796875,0.07714578247070313
75,797.6500783869519,-4.58288916015625,0.07727751922607422
76,797.6500783869519,-4.6247529296875,0.07507426452636719
77,797.6500783869519,-4.6888173828125,0.0750140151977539
78,797.6500783869519,-4.748990234375,0.07666943359375
79,797.6500783869519,-4.8092978515625,0.07621593475341797
80,797.6500783869519,-4.862798828125,0.07674333190917969
81,797.6500783869519,-4.92248583984375,0.07699662017822266
