,returns,actor_losses,critic1_losses,critic2_losses
0,842.3213033822306,0.013282994054398447,0.2791762262020471,0.28251766708661924
1,842.3213033822306,0.012143152236938477,0.04337873458862305,0.04362738037109375
2,842.3213033822306,0.019769832611083983,0.0319273796081543,0.03194603729248047
3,842.3213033822306,0.01783250617980957,0.026844602584838867,0.026509811401367187
4,842.3213033822306,0.0002671258449554443,0.026846347808837892,0.026728866577148437
5,842.3213033822306,-0.025798370361328125,0.028860157012939452,0.02906835746765137
6,842.3213033822306,-0.07761687478103206,0.04322788270853334,0.04349553921801896
7,842.3213033822306,-0.08472724914550782,0.03290019607543945,0.03304771423339844
8,842.3213033822306,-0.1504002875837595,0.042920649282990886,0.043036743400938916
9,842.3213033822306,-0.14827114868164062,0.03658681488037109,0.03610336303710938
10,842.3213033822306,-0.17982003784179687,0.03556948852539062,0.03523154830932617
11,842.3213033822306,-0.20878797912597657,0.036598457336425784,0.03646191024780274
12,842.3213033822306,-0.24120817565917968,0.03643817520141602,0.03636693572998047
13,842.3213033822306,-0.26713134765625,0.038036685943603515,0.03812038803100586
14,842.3213033822306,-0.29589617919921873,0.03928739547729492,0.03916801452636719
15,842.3213033822306,-0.4160947738155242,0.05246917724609375,0.05275535337386593
16,842.3213033822306,-0.3468029479980469,0.04243812561035156,0.04218264389038086
17,842.3213033822306,-0.37253424072265623,0.042650230407714845,0.042382747650146484
18,842.3213033822306,-0.3974124755859375,0.043486629486083984,0.04315248489379883
19,842.3213033822306,-0.4218218688964844,0.044788032531738284,0.044761947631835934
20,842.3213033822306,-0.4435931396484375,0.0445487060546875,0.044686214447021484
21,842.3213033822306,-0.4616328125,0.04729106521606445,0.046730762481689454
22,842.3213033822306,-0.48071728515625,0.046487815856933595,0.04628077697753906
23,842.3213033822306,-0.5017865600585938,0.047320404052734376,0.04699015808105469
24,842.3213033822306,-0.5206318359375,0.04836896896362305,0.04730514144897461
25,669.1372892472903,-0.5362926025390625,0.04871112060546875,0.048457279205322265
26,669.1372892472903,-0.55413623046875,0.049876686096191405,0.0496204833984375
27,669.1372892472903,-0.569092529296875,0.050377918243408204,0.05047187805175781
28,669.1372892472903,-0.5876616821289062,0.05097219467163086,0.050587379455566406
29,669.1372892472903,-0.5999376831054688,0.05132185745239258,0.0510126838684082
30,669.1372892472903,-38.7430419921875,3.1802256107330322,3.174678325653076
31,669.1372892472903,-1.0456840603119852,0.08689356871452521,0.08677721730566888
32,669.1372892472903,-0.64807373046875,0.054080028533935544,0.05434150314331055
33,669.1372892472903,-20.020970200047348,1.6227278275923296,1.6073908950343276
34,669.1372892472903,-0.674837158203125,0.052899803161621094,0.05254256439208985
35,669.1372892472903,-0.6877855224609375,0.05330344772338867,0.05337308883666992
36,669.1372892472903,-0.7027890014648438,0.054657211303710936,0.05478001403808594
37,669.1372892472903,-0.714991943359375,0.0535723991394043,0.05343483734130859
38,669.1372892472903,-0.7250416259765625,0.054260498046875,0.05421720886230469
39,669.1372892472903,-0.7378035278320313,0.05616024398803711,0.0560247917175293
40,669.1372892472903,-0.7461766357421875,0.05525828552246094,0.05478535461425781
41,669.1372892472903,-0.75367236328125,0.055004940032958985,0.0545311393737793
42,669.1372892472903,-0.7595737915039062,0.05592191314697265,0.055917655944824216
43,669.1372892472903,-0.7716094970703125,0.056425411224365236,0.05642906951904297
44,669.1372892472903,-0.7839938354492187,0.055583942413330076,0.05549005889892578
45,669.1372892472903,-0.793389404296875,0.055722221374511716,0.05577951431274414
46,669.1372892472903,-0.7984508056640625,0.056390209197998045,0.05628326416015625
47,669.1372892472903,-0.80818115234375,0.05587808609008789,0.05564522552490234
48,669.1372892472903,-0.8145098876953125,0.057615772247314456,0.057251239776611326
49,669.1372892472903,-0.823494384765625,0.055538448333740234,0.05533097076416016
50,669.4095833765099,-0.8298935546875,0.05482275772094727,0.05441378402709961
51,669.4095833765099,-0.84049658203125,0.05524837112426758,0.055550495147705076
52,669.4095833765099,-0.8456807861328125,0.05488906478881836,0.054587646484375
53,669.4095833765099,-0.8497581787109375,0.055084129333496094,0.05462564468383789
54,669.4095833765099,-0.853012939453125,0.05496023178100586,0.054857662200927734
55,669.4095833765099,-0.85772998046875,0.055169563293457034,0.05460926055908203
56,669.4095833765099,-0.8606417236328125,0.05588211441040039,0.055809894561767576
57,669.4095833765099,-0.8703095277469001,0.05524599002692886,0.055170808383123666
58,669.4095833765099,-0.8698381958007813,0.05543885040283203,0.05517439651489258
59,669.4095833765099,-0.874871337890625,0.05475397491455078,0.05471658706665039
60,669.4095833765099,-0.881707763671875,0.054467449188232424,0.0547560920715332
61,669.4095833765099,-0.887236083984375,0.05458930969238281,0.05409033966064453
62,669.4095833765099,-0.89433984375,0.05367537689208984,0.05411087417602539
63,669.4095833765099,-0.8964521484375,0.053085086822509765,0.05285091781616211
64,669.4095833765099,-0.9021948852539062,0.053359695434570316,0.05368839645385742
65,669.4095833765099,-0.9035713500976562,0.056751472473144535,0.0570304069519043
66,669.4095833765099,-0.9102173461914063,0.05467256927490234,0.05465255355834961
67,669.4095833765099,-0.9160513916015625,0.05551500701904297,0.05572755432128906
68,669.4095833765099,-0.913221923828125,0.0554989128112793,0.055405033111572265
69,669.4095833765099,-0.9168475341796875,0.054399097442626956,0.05421081161499024
70,669.4095833765099,-0.9223480834960938,0.053989166259765624,0.053589508056640624
71,669.4095833765099,-0.9850472290298236,0.05644851328207935,0.056632963208889
72,669.4095833765099,-0.9337134399414062,0.05329421234130859,0.05310337829589844
73,669.4095833765099,-0.9367286376953124,0.05330541229248047,0.05289569473266602
74,669.4095833765099,-0.9431748046875,0.0534056396484375,0.05328004455566406
75,679.0775177730811,-0.9449185791015625,0.05371441650390625,0.05343526840209961
76,679.0775177730811,-0.9467392578125,0.052461669921875,0.05203669357299805
77,679.0775177730811,-0.9508533935546875,0.05178870391845703,0.051481918334960936
78,679.0775177730811,-0.9508310546875,0.052283695220947266,0.05200078964233398
79,679.0775177730811,-0.9583999633789062,0.051145637512207034,0.05127657699584961
80,679.0775177730811,-0.9594428100585938,0.05189200210571289,0.05135341644287109
81,679.0775177730811,-0.9638546752929688,0.05177353286743164,0.051407054901123045
82,679.0775177730811,-0.9666119995117187,0.05135502624511719,0.051193981170654296
83,679.0775177730811,-0.96371435546875,0.05204300308227539,0.05132146453857422
84,679.0775177730811,-0.9655343017578125,0.05168110656738281,0.051203277587890624
85,679.0775177730811,-0.9696476440429688,0.051742088317871096,0.051933753967285154
86,679.0775177730811,-0.9771002197265625,0.05177770233154297,0.05153521347045899
87,679.0775177730811,-0.975472412109375,0.05081795883178711,0.050991199493408204
88,679.0775177730811,-0.976093994140625,0.05196778106689453,0.05141519165039062
89,679.0775177730811,-0.9801301879882812,0.051419147491455076,0.050574840545654295
90,679.0775177730811,-1.249506729924968,0.06560983085388729,0.06565955345962544
91,679.0775177730811,-3.140688180161741,0.16028486501675443,0.15832285530650958
92,679.0775177730811,-0.9824431762695313,0.05059761810302734,0.050852184295654294
93,679.0775177730811,-0.9807054443359375,0.05067168426513672,0.05031126403808594
94,679.0775177730811,-0.9788161010742188,0.05004410552978516,0.050291259765625
95,679.0775177730811,-0.9785922241210937,0.04970638656616211,0.049376228332519534
96,679.0775177730811,-0.9802095947265625,0.0493994140625,0.04934076690673828
97,679.0775177730811,-0.9802122802734375,0.04870960235595703,0.04824163436889648
98,679.0775177730811,-0.9787175903320312,0.048647171020507814,0.04816421127319336
